timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], utilization.memory [%]
2026/07/19 10:13:25.730, 2055 MHz, 62, 12.17 W, 0 %, 0 %
2026/07/19 10:13:25.931, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:13:26.134, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:13:26.337, 2055 MHz, 63, 13.02 W, 0 %, 0 %
2026/07/19 10:13:26.540, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:13:26.744, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:13:26.947, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:13:27.151, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:13:27.354, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:13:27.557, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:13:27.760, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:13:27.964, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:13:28.165, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:13:28.368, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:13:28.570, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:13:28.772, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:13:28.975, 2055 MHz, 63, 13.07 W, 0 %, 0 %
2026/07/19 10:13:29.186, 2055 MHz, 63, 13.07 W, 0 %, 0 %
2026/07/19 10:13:29.397, 2055 MHz, 63, 13.07 W, 0 %, 0 %
2026/07/19 10:13:29.607, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:13:29.808, 2055 MHz, 63, 13.05 W, 0 %, 0 %
2026/07/19 10:13:30.010, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:13:30.217, 2055 MHz, 63, 13.06 W, 0 %, 0 %
2026/07/19 10:13:30.432, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:30.636, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:30.837, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:31.039, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:13:31.251, 2055 MHz, 63, 13.04 W, 0 %, 0 %
2026/07/19 10:13:31.451, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:13:31.666, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:13:31.867, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:13:32.068, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:13:32.271, 2055 MHz, 63, 13.03 W, 0 %, 0 %
2026/07/19 10:13:32.476, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:13:32.687, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:13:32.891, 2055 MHz, 63, 13.00 W, 0 %, 0 %
2026/07/19 10:13:33.092, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:33.294, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:33.500, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:13:34.231, 2055 MHz, 62, 10.65 W, 0 %, 0 %
2026/07/19 10:13:34.433, 2055 MHz, 62, 10.65 W, 0 %, 0 %
2026/07/19 10:13:34.640, 2055 MHz, 62, 13.18 W, 0 %, 0 %
2026/07/19 10:13:34.843, 2055 MHz, 62, 13.18 W, 0 %, 0 %
2026/07/19 10:13:35.050, 2055 MHz, 62, 13.18 W, 0 %, 0 %
2026/07/19 10:13:35.252, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:13:35.454, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:13:35.655, 2055 MHz, 62, 13.13 W, 0 %, 0 %
2026/07/19 10:13:35.861, 2055 MHz, 62, 13.13 W, 0 %, 0 %
2026/07/19 10:13:36.076, 2055 MHz, 62, 13.13 W, 0 %, 0 %
2026/07/19 10:13:36.282, 2055 MHz, 62, 13.99 W, 0 %, 0 %
2026/07/19 10:13:36.486, 2055 MHz, 62, 13.99 W, 0 %, 0 %
2026/07/19 10:13:36.690, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:13:36.905, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:13:37.111, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:37.319, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:37.521, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:37.725, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:37.930, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:38.139, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:13:38.810, 2055 MHz, 62, 10.62 W, 0 %, 0 %
2026/07/19 10:13:39.012, 2055 MHz, 62, 10.62 W, 0 %, 0 %
2026/07/19 10:13:39.214, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:13:39.416, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:13:39.628, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:13:39.832, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:13:40.048, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:13:40.254, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:40.458, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:40.660, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:40.869, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:41.073, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:41.277, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:13:41.483, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:13:41.685, 2055 MHz, 62, 13.16 W, 0 %, 0 %
2026/07/19 10:13:41.889, 2055 MHz, 62, 13.16 W, 0 %, 0 %
2026/07/19 10:13:42.092, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:13:42.714, 2055 MHz, 62, 10.65 W, 0 %, 0 %
2026/07/19 10:13:42.921, 2055 MHz, 62, 10.65 W, 0 %, 0 %
2026/07/19 10:13:43.126, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:43.340, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:43.555, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:43.758, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:43.961, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:44.164, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:44.366, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:44.567, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:44.770, 2055 MHz, 62, 12.99 W, 0 %, 0 %
2026/07/19 10:13:44.983, 2055 MHz, 62, 12.99 W, 0 %, 0 %
2026/07/19 10:13:45.198, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:13:45.401, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:13:45.602, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:13:45.813, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:13:46.025, 2055 MHz, 62, 13.03 W, 0 %, 0 %
2026/07/19 10:13:46.237, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:46.439, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:46.654, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:46.868, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:47.070, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:13:47.286, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:13:47.488, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:13:47.690, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:47.892, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:48.092, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:13:48.299, 2055 MHz, 62, 13.05 W, 0 %, 0 %
2026/07/19 10:13:48.514, 2055 MHz, 62, 13.05 W, 0 %, 0 %
2026/07/19 10:13:48.721, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:13:48.921, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:13:49.124, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:49.326, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:49.529, 2055 MHz, 63, 13.11 W, 0 %, 0 %
2026/07/19 10:13:49.744, 2055 MHz, 62, 13.21 W, 0 %, 0 %
2026/07/19 10:13:49.949, 2055 MHz, 62, 13.21 W, 0 %, 0 %
2026/07/19 10:13:50.157, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:50.358, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:50.558, 2055 MHz, 62, 13.02 W, 0 %, 0 %
2026/07/19 10:13:50.760, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:13:51.399, 2055 MHz, 62, 10.69 W, 0 %, 0 %
2026/07/19 10:13:51.614, 2055 MHz, 62, 10.69 W, 0 %, 0 %
2026/07/19 10:13:51.824, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:52.026, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:52.227, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:52.435, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:52.647, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:52.862, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:13:53.494, 2055 MHz, 62, 10.68 W, 0 %, 0 %
2026/07/19 10:13:53.700, 2055 MHz, 62, 10.68 W, 0 %, 0 %
2026/07/19 10:13:53.902, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:54.106, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:54.316, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:54.531, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:54.736, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:54.943, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:55.146, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:55.350, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:13:55.560, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:13:55.762, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:13:55.965, 2055 MHz, 62, 14.10 W, 0 %, 0 %
2026/07/19 10:13:56.175, 2055 MHz, 62, 14.10 W, 0 %, 0 %
2026/07/19 10:13:56.377, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:56.582, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:56.790, 2055 MHz, 62, 13.08 W, 0 %, 0 %
2026/07/19 10:13:56.999, 2055 MHz, 62, 13.09 W, 0 %, 0 %
2026/07/19 10:13:57.205, 2055 MHz, 62, 13.09 W, 0 %, 0 %
2026/07/19 10:13:57.412, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:13:57.622, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:13:57.824, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:13:58.498, 2055 MHz, 62, 11.89 W, 0 %, 0 %
2026/07/19 10:13:58.700, 2055 MHz, 62, 11.89 W, 0 %, 0 %
2026/07/19 10:13:58.904, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:13:59.114, 2055 MHz, 62, 13.10 W, 0 %, 0 %
2026/07/19 10:13:59.317, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:13:59.989, 2055 MHz, 62, 10.62 W, 0 %, 0 %
2026/07/19 10:14:00.191, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:00.852, 2055 MHz, 62, 14.08 W, 0 %, 0 %
2026/07/19 10:14:01.056, 2055 MHz, 62, 14.08 W, 0 %, 0 %
2026/07/19 10:14:01.260, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:14:01.476, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:14:01.683, 2055 MHz, 62, 13.01 W, 0 %, 0 %
2026/07/19 10:14:01.890, 2055 MHz, 62, 13.05 W, 0 %, 0 %
2026/07/19 10:14:02.095, 2055 MHz, 62, 13.05 W, 0 %, 0 %
2026/07/19 10:14:02.306, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:14:02.518, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:14:02.722, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:14:02.924, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:03.130, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:03.345, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:14:03.547, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:14:03.751, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:14:03.958, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:14:04.161, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:14:04.363, 2055 MHz, 62, 14.24 W, 0 %, 0 %
2026/07/19 10:14:04.575, 2055 MHz, 62, 14.24 W, 0 %, 0 %
2026/07/19 10:14:04.777, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:14:04.978, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:14:05.181, 2055 MHz, 62, 13.14 W, 0 %, 0 %
2026/07/19 10:14:05.385, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:14:05.599, 2055 MHz, 62, 13.00 W, 0 %, 0 %
2026/07/19 10:14:05.815, 2055 MHz, 62, 13.18 W, 0 %, 0 %
2026/07/19 10:14:06.018, 2055 MHz, 62, 13.18 W, 0 %, 0 %
2026/07/19 10:14:06.231, 2055 MHz, 62, 13.15 W, 0 %, 0 %
2026/07/19 10:14:06.433, 2055 MHz, 62, 13.15 W, 0 %, 0 %
2026/07/19 10:14:06.643, 2055 MHz, 62, 13.15 W, 0 %, 0 %
2026/07/19 10:14:06.849, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:14:07.065, 2055 MHz, 62, 13.06 W, 0 %, 0 %
2026/07/19 10:14:07.267, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:07.482, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:07.694, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:07.895, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:08.104, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:08.309, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:09.010, 2055 MHz, 62, 10.68 W, 0 %, 0 %
2026/07/19 10:14:09.216, 2055 MHz, 62, 10.68 W, 0 %, 0 %
2026/07/19 10:14:09.421, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:14:09.622, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:14:09.829, 2055 MHz, 62, 12.98 W, 0 %, 0 %
2026/07/19 10:14:10.041, 2055 MHz, 62, 13.22 W, 0 %, 0 %
2026/07/19 10:14:10.249, 2055 MHz, 62, 13.22 W, 0 %, 0 %
2026/07/19 10:14:10.452, 2055 MHz, 62, 14.42 W, 0 %, 0 %
2026/07/19 10:14:10.660, 2055 MHz, 62, 14.42 W, 0 %, 0 %
2026/07/19 10:14:10.866, 2055 MHz, 62, 14.42 W, 0 %, 0 %
2026/07/19 10:14:11.074, 2055 MHz, 62, 14.36 W, 0 %, 0 %
2026/07/19 10:14:11.288, 2055 MHz, 62, 14.36 W, 0 %, 0 %
2026/07/19 10:14:11.493, 2055 MHz, 62, 14.39 W, 0 %, 0 %
2026/07/19 10:14:11.705, 2055 MHz, 62, 14.39 W, 0 %, 0 %
2026/07/19 10:14:11.913, 2055 MHz, 62, 14.51 W, 0 %, 0 %
2026/07/19 10:14:12.125, 2055 MHz, 62, 14.51 W, 0 %, 0 %
2026/07/19 10:14:12.328, 2055 MHz, 62, 14.51 W, 0 %, 0 %
2026/07/19 10:14:12.538, 2055 MHz, 62, 14.41 W, 0 %, 0 %
2026/07/19 10:14:12.739, 2055 MHz, 62, 14.41 W, 0 %, 0 %
2026/07/19 10:14:12.954, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:13.164, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:13.376, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:13.578, 2055 MHz, 62, 14.38 W, 0 %, 0 %
2026/07/19 10:14:13.780, 2055 MHz, 62, 14.38 W, 0 %, 0 %
2026/07/19 10:14:13.990, 2055 MHz, 62, 14.34 W, 0 %, 0 %
2026/07/19 10:14:14.202, 2055 MHz, 62, 14.34 W, 0 %, 0 %
2026/07/19 10:14:14.414, 2055 MHz, 62, 14.49 W, 0 %, 0 %
2026/07/19 10:14:14.616, 2055 MHz, 62, 14.49 W, 0 %, 0 %
2026/07/19 10:14:14.824, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:15.398, 2055 MHz, 62, 590.01 W, 0 %, 0 %
2026/07/19 10:14:15.608, 2055 MHz, 62, 590.01 W, 0 %, 0 %
2026/07/19 10:14:15.824, 2055 MHz, 62, 14.09 W, 0 %, 0 %
2026/07/19 10:14:16.028, 2055 MHz, 62, 14.09 W, 0 %, 0 %
2026/07/19 10:14:16.229, 2055 MHz, 62, 14.09 W, 0 %, 0 %
2026/07/19 10:14:16.441, 2055 MHz, 62, 14.39 W, 0 %, 0 %
2026/07/19 10:14:16.646, 2055 MHz, 62, 14.39 W, 0 %, 0 %
2026/07/19 10:14:16.849, 2055 MHz, 62, 14.38 W, 0 %, 0 %
2026/07/19 10:14:17.059, 2055 MHz, 62, 14.38 W, 0 %, 0 %
2026/07/19 10:14:17.263, 2055 MHz, 62, 14.61 W, 0 %, 0 %
2026/07/19 10:14:17.467, 1380 MHz, 48, 15.22 W, 0 %, 0 %
2026/07/19 10:14:18.084, 2055 MHz, 62, 10.60 W, 0 %, 0 %
2026/07/19 10:14:18.285, 2055 MHz, 62, 10.60 W, 0 %, 0 %
2026/07/19 10:14:18.489, 2055 MHz, 62, 14.38 W, 0 %, 0 %
2026/07/19 10:14:18.694, 2055 MHz, 62, 14.38 W, 0 %, 0 %
2026/07/19 10:14:18.903, 2055 MHz, 62, 14.38 W, 0 %, 0 %
2026/07/19 10:14:19.111, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:19.763, 2055 MHz, 62, 12.57 W, 0 %, 0 %
2026/07/19 10:14:19.969, 2055 MHz, 62, 12.57 W, 0 %, 0 %
2026/07/19 10:14:20.170, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:20.710, 2055 MHz, 62, 10.58 W, 0 %, 0 %
2026/07/19 10:14:20.913, 2055 MHz, 62, 10.58 W, 0 %, 0 %
2026/07/19 10:14:21.124, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:21.328, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:21.543, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:21.751, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:22.317, 2055 MHz, 61, 13.34 W, 0 %, 0 %
2026/07/19 10:14:22.531, 2055 MHz, 61, 13.34 W, 0 %, 0 %
2026/07/19 10:14:22.739, 2055 MHz, 62, 14.35 W, 0 %, 0 %
2026/07/19 10:14:22.948, 2055 MHz, 62, 14.35 W, 0 %, 0 %
2026/07/19 10:14:23.154, 2055 MHz, 62, 14.35 W, 0 %, 0 %
2026/07/19 10:14:23.359, 2055 MHz, 62, 13.16 W, 0 %, 0 %
2026/07/19 10:14:23.568, 2055 MHz, 62, 13.16 W, 0 %, 0 %
2026/07/19 10:14:23.776, 2055 MHz, 62, 14.34 W, 0 %, 0 %
2026/07/19 10:14:23.989, 2055 MHz, 62, 14.34 W, 0 %, 0 %
2026/07/19 10:14:24.203, 2055 MHz, 62, 14.32 W, 0 %, 0 %
2026/07/19 10:14:24.407, 2055 MHz, 62, 14.32 W, 0 %, 0 %
2026/07/19 10:14:24.609, 2055 MHz, 62, 14.32 W, 0 %, 0 %
2026/07/19 10:14:24.815, 2055 MHz, 62, 14.32 W, 0 %, 0 %
2026/07/19 10:14:25.019, 2055 MHz, 62, 14.32 W, 0 %, 0 %
2026/07/19 10:14:25.230, 2055 MHz, 62, 14.33 W, 0 %, 0 %
2026/07/19 10:14:25.439, 2055 MHz, 62, 14.33 W, 0 %, 0 %
2026/07/19 10:14:25.644, 2055 MHz, 62, 14.33 W, 0 %, 0 %
2026/07/19 10:14:25.850, 2055 MHz, 62, 12.96 W, 0 %, 0 %
2026/07/19 10:14:26.054, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:26.741, 2055 MHz, 61, 10.66 W, 0 %, 0 %
2026/07/19 10:14:26.945, 2055 MHz, 61, 10.66 W, 0 %, 0 %
2026/07/19 10:14:27.148, 2055 MHz, 62, 12.93 W, 0 %, 0 %
2026/07/19 10:14:27.350, 2055 MHz, 62, 12.93 W, 0 %, 0 %
2026/07/19 10:14:27.553, 2055 MHz, 62, 12.93 W, 0 %, 0 %
2026/07/19 10:14:27.756, 2055 MHz, 62, 14.33 W, 0 %, 0 %
2026/07/19 10:14:27.957, 2055 MHz, 62, 14.33 W, 0 %, 0 %
2026/07/19 10:14:28.171, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:14:28.381, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:14:28.583, 2055 MHz, 62, 13.07 W, 0 %, 0 %
2026/07/19 10:14:28.787, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:28.991, 2055 MHz, 62, 13.04 W, 0 %, 0 %
2026/07/19 10:14:29.193, 2055 MHz, 62, 14.36 W, 0 %, 0 %
2026/07/19 10:14:29.396, 2055 MHz, 62, 14.36 W, 0 %, 0 %
2026/07/19 10:14:29.601, 2055 MHz, 62, 14.36 W, 0 %, 0 %
2026/07/19 10:14:29.806, 2055 MHz, 62, 14.32 W, 0 %, 0 %
2026/07/19 10:14:30.010, 2055 MHz, 62, 14.32 W, 0 %, 0 %
2026/07/19 10:14:30.215, 2055 MHz, 62, 14.31 W, 0 %, 0 %
2026/07/19 10:14:30.419, 2055 MHz, 62, 14.31 W, 0 %, 0 %
2026/07/19 10:14:30.633, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:30.846, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:31.053, 2055 MHz, 62, 14.44 W, 0 %, 0 %
2026/07/19 10:14:31.257, 2055 MHz, 61, 13.03 W, 0 %, 0 %
2026/07/19 10:14:31.460, 2055 MHz, 48, 1.20 W, 0 %, 0 %
2026/07/19 10:14:32.130, 2055 MHz, 61, 12.35 W, 0 %, 0 %
2026/07/19 10:14:32.332, 2055 MHz, 61, 12.35 W, 0 %, 0 %
2026/07/19 10:14:32.536, 2055 MHz, 61, 13.41 W, 0 %, 0 %
2026/07/19 10:14:32.739, 2055 MHz, 61, 13.41 W, 0 %, 0 %
2026/07/19 10:14:32.940, 2055 MHz, 61, 13.41 W, 0 %, 0 %
2026/07/19 10:14:33.148, 2055 MHz, 61, 14.95 W, 0 %, 0 %
2026/07/19 10:14:33.350, 2055 MHz, 61, 14.95 W, 0 %, 0 %
2026/07/19 10:14:33.551, 2055 MHz, 61, 14.40 W, 0 %, 0 %
2026/07/19 10:14:33.756, 2055 MHz, 61, 14.40 W, 0 %, 0 %
2026/07/19 10:14:33.956, 2055 MHz, 61, 14.40 W, 0 %, 0 %
2026/07/19 10:14:34.160, 2055 MHz, 61, 13.07 W, 0 %, 0 %
2026/07/19 10:14:34.362, 2055 MHz, 61, 13.07 W, 0 %, 0 %
2026/07/19 10:14:34.564, 2055 MHz, 61, 13.81 W, 0 %, 0 %
2026/07/19 10:14:34.766, 1380 MHz, 48, 14.98 W, 0 %, 0 %
2026/07/19 10:14:35.391, 2055 MHz, 61, 12.62 W, 0 %, 0 %
2026/07/19 10:14:35.599, 2055 MHz, 61, 12.62 W, 0 %, 0 %
2026/07/19 10:14:35.806, 2055 MHz, 61, 14.37 W, 0 %, 0 %
2026/07/19 10:14:36.007, 2055 MHz, 61, 14.37 W, 0 %, 0 %
2026/07/19 10:14:36.221, 2055 MHz, 61, 14.37 W, 0 %, 0 %
2026/07/19 10:14:36.431, 2055 MHz, 61, 13.21 W, 0 %, 0 %
2026/07/19 10:14:36.639, 2055 MHz, 61, 13.21 W, 0 %, 0 %
2026/07/19 10:14:36.843, 2055 MHz, 61, 12.91 W, 0 %, 0 %
2026/07/19 10:14:37.047, 2055 MHz, 61, 12.91 W, 0 %, 0 %
2026/07/19 10:14:37.250, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:37.452, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:37.661, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:37.866, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:38.070, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:38.274, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:38.479, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:38.680, 2055 MHz, 61, 14.30 W, 0 %, 0 %
2026/07/19 10:14:38.883, 2055 MHz, 61, 14.32 W, 0 %, 0 %
2026/07/19 10:14:39.103, 2055 MHz, 61, 14.32 W, 0 %, 0 %
2026/07/19 10:14:39.316, 2055 MHz, 61, 14.36 W, 0 %, 0 %
2026/07/19 10:14:39.525, 2055 MHz, 61, 14.36 W, 0 %, 0 %
2026/07/19 10:14:39.731, 2055 MHz, 61, 14.36 W, 0 %, 0 %
